Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg
211,2025-06-14,Office Chair,Furniture,11.43,33.26,55,63,48,5,False,Road,432,Wood Crate,14.3,7.184
212,2025-11-27,Ceramic Vase,Home Decor,2.87,1.13,14,15,27,10,False,Air,1904,Mushroom Pkg (Mycelium),3.15,13.661
213,2025-03-12,Smartphone,Electronics,0.29,0.0,15,7,0,8,True,Road,431,Bubble Wrap (LDPE),1.72,0.062
214,2025-02-21,Winter Jacket,Clothing,1.23,3.65,52,39,9,4,True,Air,1659,Kraft Paper Mailer,2.26,15.138
215,2025-04-30,Office Chair,Furniture,10.03,41.52,62,62,54,4,False,Road,89,Wood Crate,17.41,1.848
216,2025-12-16,Shampoo,Beauty,0.51,0.18,18,7,7,3,True,Air,1182,PLA Bioplastic,0.8,1.507
217,2025-07-12,Smartphone,Electronics,0.21,0.0,14,6,0,8,True,Air,910,Mushroom Pkg (Mycelium),1.68,0.478
218,2025-09-26,Ceramic Vase,Home Decor,2.6,1.4,15,15,31,10,False,Air,2868,Mushroom Pkg (Mycelium),3.04,18.642
219,2025-01-15,Smart Watch,Electronics,0.2,0.0,4,4,1,5,True,Air,1033,Honeycomb Paper,1.08,0.517
220,2025-01-18,Shampoo,Beauty,0.79,0.21,21,7,7,3,True,Air,1290,PLA Bioplastic,0.92,2.548
221,2025-03-03,55-Inch TV,Electronics,16.26,9.15,122,75,5,9,True,Road,2835,Mushroom Pkg (Mycelium),8.3,23.049
222,2025-08-06,Sneakers,Clothing,1.18,1.25,27,21,11,5,False,Air,1379,Kraft Paper Mailer,1.5,4.309
223,2025-04-18,Perfume Bottle,Beauty,0.32,0.05,10,5,5,8,True,Air,1614,Mushroom Pkg (Mycelium),1.73,1.291
224,2025-11-01,Perfume Bottle,Beauty,0.34,0.04,10,5,4,8,True,Air,1565,Mushroom Pkg (Mycelium),1.74,1.33
225,2025-03-08,Laptop,Electronics,1.59,0.11,28,20,1,7,True,Air,1276,Honeycomb Paper,2.04,5.072
226,2025-06-16,55-Inch TV,Electronics,15.43,8.84,130,68,5,10,True,Road,321,Mushroom Pkg (Mycelium),8.17,2.477
227,2025-01-25,Perfume Bottle,Beauty,0.43,0.03,10,4,4,8,True,Air,1645,Mushroom Pkg (Mycelium),1.77,1.768
228,2025-08-04,Winter Jacket,Clothing,1.17,3.78,45,42,10,3,True,Air,963,Kraft Paper Mailer,2.11,9.1
229,2025-05-28,Laptop,Electronics,2.22,0.13,32,21,1,8,True,Road,617,Mushroom Pkg (Mycelium),2.49,0.685
230,2025-08-31,Winter Jacket,Clothing,1.29,3.3,47,39,9,3,True,Air,1292,Kraft Paper Mailer,1.92,10.659
231,2025-09-28,Glass Table,Furniture,19.33,4.68,90,65,4,10,False,Road,2413,Mushroom Pkg (Mycelium),9.73,23.322
232,2025-12-29,Winter Jacket,Clothing,1.88,3.6,50,36,10,2,True,Road,529,Kraft Paper Mailer,1.84,0.952
233,2025-10-15,Smartphone,Electronics,0.34,0.0,16,6,0,7,True,Air,1854,Honeycomb Paper,1.54,1.576
234,2025-05-04,Shampoo,Beauty,0.85,0.26,20,8,8,5,True,Air,809,PLA Bioplastic,1.34,1.719
235,2025-11-15,Office Chair,Furniture,12.88,31.72,56,59,48,4,False,Road,130,Wood Crate,13.49,2.062
236,2025-03-05,Laptop,Electronics,1.79,0.19,27,18,2,8,True,Air,1958,Mushroom Pkg (Mycelium),2.32,8.762
237,2025-03-14,Glass Table,Furniture,14.26,5.66,101,56,5,10,False,Road,1216,Bubble Wrap (LDPE),7.7,8.67
238,2025-10-16,Smart Watch,Electronics,0.17,0.0,5,4,1,6,True,Air,2234,Honeycomb Paper,1.27,0.949
239,2025-01-18,Smart Watch,Electronics,0.13,0.0,5,4,0,4,True,Road,284,Corrugated Cardboard,0.85,0.018
240,2025-02-16,Sneakers,Clothing,1.07,1.34,31,18,12,3,False,Air,2893,Kraft Paper Mailer,1.14,9.692
241,2025-06-27,Smart Watch,Electronics,0.17,0.0,4,5,1,5,True,Road,743,Honeycomb Paper,1.07,0.063
242,2025-12-02,T-Shirt,Clothing,0.27,0.19,25,19,2,2,False,Air,1197,Kraft Paper Mailer,0.51,0.808
243,2025-02-25,Sofa (Sectional),Furniture,53.09,288.69,206,91,77,5,False,Road,1007,Wood Crate,116.48,145.355
244,2025-12-23,Laptop,Electronics,2.01,0.12,31,20,1,9,True,Air,840,Mushroom Pkg (Mycelium),2.6,4.221
245,2025-06-06,Sofa (Sectional),Furniture,52.27,275.52,210,82,80,7,False,Road,536,Wood Crate,111.61,73.839
246,2025-07-12,Office Chair,Furniture,14.1,37.08,65,62,46,6,False,Road,2123,Wood Crate,16.03,39.36
247,2025-09-11,Office Chair,Furniture,13.04,37.4,63,56,53,4,False,Road,1632,Wood Crate,15.76,30.518
248,2025-09-05,Sofa (Sectional),Furniture,44.99,281.67,213,87,76,5,False,Road,2474,Wood Crate,113.67,348.426
249,2025-03-23,55-Inch TV,Electronics,19.86,6.99,115,76,4,9,True,Road,2139,Mushroom Pkg (Mycelium),9.74,21.24
250,2025-11-11,Glass Table,Furniture,12.98,5.62,104,54,5,10,False,Road,2584,Mushroom Pkg (Mycelium),7.19,16.77
251,2025-07-06,Office Chair,Furniture,11.51,28.73,56,57,45,5,False,Road,358,Wood Crate,12.49,5.143
252,2025-02-26,T-Shirt,Clothing,0.19,0.09,23,19,1,1,False,Air,2114,Bubble Wrap (LDPE),0.28,1.004
253,2025-01-11,55-Inch TV,Electronics,19.13,6.22,111,70,4,9,True,Road,2054,Mushroom Pkg (Mycelium),9.45,19.647
254,2025-03-15,Smartphone,Electronics,0.25,0.0,13,7,0,6,True,Air,1033,Honeycomb Paper,1.3,0.646
255,2025-06-14,Ceramic Vase,Home Decor,1.83,0.98,13,14,27,9,False,Road,344,Mushroom Pkg (Mycelium),2.53,0.315
256,2025-12-03,Shampoo,Beauty,0.7,0.2,20,7,7,5,True,Air,2693,PLA Bioplastic,1.28,4.713
257,2025-10-09,Ceramic Vase,Home Decor,2.21,1.49,16,15,31,9,False,Air,1187,Mushroom Pkg (Mycelium),2.68,6.558
258,2025-04-27,Smart Watch,Electronics,0.12,0.0,5,4,0,6,True,Air,3000,Honeycomb Paper,1.25,0.9
259,2025-12-02,Office Chair,Furniture,10.72,37.21,57,64,51,4,False,Road,2637,Wood Crate,15.68,49.061
260,2025-10-12,Smart Watch,Electronics,0.11,0.01,5,5,1,6,True,Road,684,Honeycomb Paper,1.24,0.038
261,2025-03-13,Smart Watch,Electronics,0.13,0.0,5,4,1,4,True,Air,1396,Corrugated Cardboard,0.85,0.454
262,2025-03-08,Sneakers,Clothing,1.03,1.41,31,19,12,4,False,Air,2226,Kraft Paper Mailer,1.36,7.847
263,2025-10-08,Winter Jacket,Clothing,1.3,3.64,47,43,9,2,True,Air,1264,Kraft Paper Mailer,1.86,11.502
264,2025-04-08,55-Inch TV,Electronics,23.27,6.51,118,69,4,10,True,Road,1196,Mushroom Pkg (Mycelium),11.31,13.915
265,2025-07-13,Shampoo,Beauty,0.54,0.21,21,7,7,5,True,Air,1445,PLA Bioplastic,1.22,1.951
266,2025-05-27,Shampoo,Beauty,0.55,0.24,21,8,7,5,True,Road,247,PLA Bioplastic,1.22,0.068
267,2025-03-11,Shampoo,Beauty,0.57,0.24,19,8,8,3,True,Air,2675,PLA Bioplastic,0.83,3.812
268,2025-11-19,T-Shirt,Clothing,0.27,0.09,23,20,1,2,False,Air,2289,Kraft Paper Mailer,0.51,1.545
269,2025-03-18,Sneakers,Clothing,1.01,1.41,28,21,12,3,False,Air,1567,Kraft Paper Mailer,1.16,5.524
270,2025-06-29,Perfume Bottle,Beauty,0.29,0.03,10,4,4,8,True,Air,2322,Mushroom Pkg (Mycelium),1.72,1.683
271,2025-12-07,T-Shirt,Clothing,0.24,0.18,23,20,2,1,False,Air,1924,Kraft Paper Mailer,0.3,1.154
272,2025-12-16,55-Inch TV,Electronics,23.46,8.14,113,72,5,9,True,Road,2722,Mushroom Pkg (Mycelium),11.18,31.929
273,2025-04-13,Sneakers,Clothing,1.19,1.18,31,19,10,3,False,Air,927,Kraft Paper Mailer,1.08,2.758
274,2025-10-11,Office Chair,Furniture,10.81,34.68,65,58,46,5,False,Road,628,Wood Crate,14.87,10.89
275,2025-09-07,Sofa (Sectional),Furniture,72.46,255.83,188,84,81,8,False,Road,139,Wood Crate,103.93,17.78
276,2025-11-25,Glass Table,Furniture,19.26,5.18,108,60,4,9,False,Road,1739,Mushroom Pkg (Mycelium),9.5,16.747
277,2025-03-08,Ceramic Vase,Home Decor,2.78,1.35,15,15,30,10,False,Air,1792,Mushroom Pkg (Mycelium),3.11,12.454
278,2025-08-17,Office Chair,Furniture,12.1,40.13,63,65,49,6,False,Road,892,Wood Crate,17.25,17.898
279,2025-12-07,Perfume Bottle,Beauty,0.44,0.05,10,5,5,8,True,Air,2460,Mushroom Pkg (Mycelium),1.78,2.706
280,2025-10-06,55-Inch TV,Electronics,22.02,5.85,116,63,4,10,True,Road,1875,Corrugated Cardboard,10.81,20.644
281,2025-08-18,55-Inch TV,Electronics,18.65,8.1,108,75,5,9,True,Road,1942,Mushroom Pkg (Mycelium),9.26,18.109
282,2025-04-15,Laptop,Electronics,1.54,0.11,30,18,1,8,True,Road,733,Mushroom Pkg (Mycelium),2.22,0.564
283,2026-01-02,Glass Table,Furniture,17.0,4.91,91,54,5,9,False,Road,1449,Mushroom Pkg (Mycelium),8.6,12.316
284,2025-05-14,Laptop,Electronics,2.04,0.27,32,21,2,9,True,Air,1885,Mushroom Pkg (Mycelium),2.62,9.614
285,2025-10-07,T-Shirt,Clothing,0.16,0.21,27,19,2,1,False,Air,1222,Kraft Paper Mailer,0.28,0.642
286,2025-08-20,T-Shirt,Clothing,0.2,0.1,26,19,1,1,False,Road,585,Kraft Paper Mailer,0.28,0.059
287,2025-10-15,Smartphone,Electronics,0.39,0.0,13,6,0,9,True,Air,949,Mushroom Pkg (Mycelium),1.96,0.925
288,2025-02-01,T-Shirt,Clothing,0.22,0.17,23,18,2,1,False,Air,941,Kraft Paper Mailer,0.29,0.518
289,2025-01-16,Sneakers,Clothing,0.84,1.46,29,21,12,4,False,Air,817,Kraft Paper Mailer,1.38,2.982
290,2025-07-24,Sneakers,Clothing,1.0,1.36,27,21,12,5,False,Air,2264,Kraft Paper Mailer,1.54,7.698
291,2025-11-23,Sneakers,Clothing,1.17,1.17,27,18,12,4,False,Air,850,Kraft Paper Mailer,1.27,2.486
292,2025-08-19,Sneakers,Clothing,0.94,1.46,29,21,12,3,False,Air,2252,Kraft Paper Mailer,1.18,8.22
293,2025-12-22,Sofa (Sectional),Furniture,59.78,294.88,200,97,76,5,False,Road,2790,Wood Crate,118.95,411.358
294,2025-02-13,Ceramic Vase,Home Decor,2.96,1.22,15,14,29,10,False,Air,2332,Mushroom Pkg (Mycelium),3.18,17.257
295,2025-06-21,Sofa (Sectional),Furniture,47.32,263.35,217,82,74,5,False,Road,2293,Wood Crate,106.34,301.931
296,2025-05-24,Smart Watch,Electronics,0.17,0.0,5,4,0,5,True,Road,327,Honeycomb Paper,1.07,0.028
297,2025-03-13,Ceramic Vase,Home Decor,2.89,1.06,14,14,27,9,False,Air,1952,Styrofoam (EPS),2.96,14.103
298,2025-07-18,Office Chair,Furniture,14.93,35.19,57,63,49,4,False,Road,1989,Wood Crate,14.88,34.996
299,2025-04-23,T-Shirt,Clothing,0.19,0.08,23,18,1,2,False,Air,2841,Kraft Paper Mailer,0.48,1.349
300,2025-06-12,Sofa (Sectional),Furniture,74.68,322.7,216,90,83,5,False,Road,2993,Wood Crate,130.08,482.921
301,2025-09-10,Shampoo,Beauty,0.59,0.22,20,7,8,5,True,Air,2800,PLA Bioplastic,1.24,4.13
302,2025-03-30,55-Inch TV,Electronics,21.54,6.6,127,65,4,9,True,Road,2876,Mushroom Pkg (Mycelium),10.42,30.975
303,2025-10-21,Smartphone,Electronics,0.26,0.02,15,7,1,7,True,Road,777,Honeycomb Paper,1.5,0.101
304,2025-07-16,Winter Jacket,Clothing,1.33,4.47,52,43,10,4,True,Air,1045,Kraft Paper Mailer,2.59,11.678
305,2025-07-02,Ceramic Vase,Home Decor,2.49,1.44,15,15,32,10,False,Air,2128,Mushroom Pkg (Mycelium),3.0,13.247
306,2025-01-20,Shampoo,Beauty,0.52,0.24,21,8,7,5,True,Air,1940,PLA Bioplastic,1.21,2.522
307,2025-12-21,T-Shirt,Clothing,0.21,0.1,24,20,1,2,False,Air,1685,Styrofoam (EPS),0.48,0.885
308,2025-02-17,Sofa (Sectional),Furniture,75.12,233.72,184,87,73,8,False,Road,1163,Wood Crate,95.09,135.908
309,2025-04-04,55-Inch TV,Electronics,17.22,8.9,129,69,5,9,True,Road,87,Mushroom Pkg (Mycelium),8.69,0.749
310,2025-06-01,Shampoo,Beauty,0.79,0.21,19,8,7,4,True,Air,2300,PLA Bioplastic,1.12,4.542
311,2025-06-30,Shampoo,Beauty,0.57,0.22,20,7,8,4,True,Road,220,PLA Bioplastic,1.03,0.063
312,2025-12-27,Smart Watch,Electronics,0.2,0.01,5,5,1,4,True,Air,1533,Corrugated Cardboard,0.88,0.767
313,2025-11-23,Shampoo,Beauty,0.57,0.2,20,7,7,4,True,Air,939,PLA Bioplastic,1.03,1.338
314,2025-01-12,Shampoo,Beauty,0.85,0.21,19,8,7,3,True,Air,2549,Bubble Wrap (LDPE),0.94,5.417
315,2025-09-01,Laptop,Electronics,1.79,0.13,32,20,1,9,True,Road,519,Mushroom Pkg (Mycelium),2.52,0.465
316,2025-06-21,Office Chair,Furniture,12.78,30.2,61,55,45,5,False,Road,1898,Wood Crate,13.08,28.66
317,2025-05-02,Glass Table,Furniture,14.91,4.27,97,55,4,9,False,Road,177,Mushroom Pkg (Mycelium),7.76,1.32
318,2025-09-07,Ceramic Vase,Home Decor,2.67,1.44,15,15,32,9,False,Air,1309,Mushroom Pkg (Mycelium),2.87,8.738
319,2025-10-18,Glass Table,Furniture,16.11,5.37,91,59,5,9,False,Road,1045,Mushroom Pkg (Mycelium),8.24,8.417
320,2025-10-04,Winter Jacket,Clothing,1.0,3.92,49,40,10,3,True,Air,2210,Kraft Paper Mailer,2.17,21.658
321,2025-11-28,Ceramic Vase,Home Decor,2.01,1.43,14,16,32,9,False,Air,1699,Mushroom Pkg (Mycelium),2.6,8.537
322,2025-04-23,Ceramic Vase,Home Decor,2.48,1.25,13,15,32,10,False,Air,1541,Mushroom Pkg (Mycelium),2.99,9.554
323,2025-05-28,Shampoo,Beauty,0.79,0.22,20,8,7,4,True,Air,2960,PLA Bioplastic,1.12,5.846
324,2025-11-09,Sofa (Sectional),Furniture,53.96,283.55,194,84,87,7,False,Road,1513,Wood Crate,114.82,214.506
325,2025-01-12,Perfume Bottle,Beauty,0.33,0.04,10,5,4,8,True,Air,2625,Mushroom Pkg (Mycelium),1.73,2.166
326,2025-03-18,Office Chair,Furniture,12.08,35.33,64,60,46,4,False,Road,823,Wood Crate,14.93,14.538
327,2025-11-06,Laptop,Electronics,1.91,0.1,29,18,1,9,True,Air,1925,Mushroom Pkg (Mycelium),2.56,9.192
328,2025-07-02,Winter Jacket,Clothing,1.7,4.26,52,41,10,4,True,Road,228,Kraft Paper Mailer,2.5,0.486
329,2025-12-28,Shampoo,Beauty,0.54,0.21,19,7,8,5,True,Air,992,PLA Bioplastic,1.22,1.339
330,2025-06-14,Sofa (Sectional),Furniture,62.04,310.08,204,95,80,8,False,Road,1640,Wood Crate,125.63,254.266
331,2025-10-09,Winter Jacket,Clothing,1.37,3.98,51,39,10,2,True,Road,336,Kraft Paper Mailer,1.99,0.669
332,2025-04-01,Glass Table,Furniture,18.59,3.89,90,54,4,10,False,Road,410,Mushroom Pkg (Mycelium),9.44,3.811
333,2025-09-09,T-Shirt,Clothing,0.17,0.09,23,20,1,1,False,Air,2881,Kraft Paper Mailer,0.27,1.224
334,2025-04-01,Laptop,Electronics,2.34,0.24,32,19,2,8,True,Air,2945,Mushroom Pkg (Mycelium),2.54,17.228
335,2025-02-11,Shampoo,Beauty,0.74,0.27,21,8,8,5,True,Air,953,PLA Bioplastic,1.3,1.763
336,2025-07-04,Smart Watch,Electronics,0.16,0.0,4,5,0,6,True,Air,964,Honeycomb Paper,1.26,0.386
337,2025-02-28,Ceramic Vase,Home Decor,2.16,1.13,15,14,27,9,False,Road,523,Mushroom Pkg (Mycelium),2.66,0.565
338,2025-09-29,Winter Jacket,Clothing,1.92,3.7,49,42,9,3,True,Air,2987,Kraft Paper Mailer,2.08,27.63
339,2025-07-19,Sneakers,Clothing,0.86,1.07,27,18,11,4,False,Air,1648,Kraft Paper Mailer,1.23,4.408
340,2025-03-24,Perfume Bottle,Beauty,0.48,0.04,9,5,4,8,True,Road,419,Mushroom Pkg (Mycelium),1.79,0.101
341,2025-05-12,Shampoo,Beauty,0.95,0.18,18,7,7,5,True,Air,2409,PLA Bioplastic,1.38,5.721
342,2025-12-20,Smartphone,Electronics,0.36,0.02,15,7,1,7,True,Road,703,Honeycomb Paper,1.54,0.127
343,2025-03-26,T-Shirt,Clothing,0.19,0.22,27,20,2,2,False,Road,150,Kraft Paper Mailer,0.49,0.017
344,2025-03-25,Perfume Bottle,Beauty,0.21,0.04,9,5,5,8,True,Road,728,Mushroom Pkg (Mycelium),1.68,0.076
345,2025-03-22,Sofa (Sectional),Furniture,68.44,313.65,219,93,77,8,False,Road,633,Wood Crate,127.06,99.27
346,2025-10-02,Glass Table,Furniture,16.47,5.47,96,57,5,10,False,Road,2148,Mushroom Pkg (Mycelium),8.59,17.689
347,2025-11-22,Ceramic Vase,Home Decor,1.57,1.39,16,14,31,10,False,Air,1982,Cornstarch Foam,2.63,7.779
348,2025-02-25,Smart Watch,Electronics,0.1,0.0,4,4,1,4,True,Road,589,Corrugated Cardboard,0.84,0.029
349,2025-02-03,Shampoo,Beauty,0.59,0.2,18,7,8,5,True,Air,1454,PLA Bioplastic,1.24,2.145
350,2025-04-07,Perfume Bottle,Beauty,0.41,0.03,9,4,4,10,True,Road,604,Mushroom Pkg (Mycelium),2.16,0.124
351,2025-06-11,Smart Watch,Electronics,0.11,0.0,4,5,1,5,True,Air,1953,Honeycomb Paper,1.04,0.537
352,2025-09-03,Glass Table,Furniture,18.68,4.49,104,54,4,9,False,Road,1906,Mushroom Pkg (Mycelium),9.27,17.802
353,2025-10-26,Glass Table,Furniture,13.32,5.72,106,54,5,10,False,Road,793,Mushroom Pkg (Mycelium),7.33,5.281
354,2025-12-05,T-Shirt,Clothing,0.28,0.21,26,20,2,1,False,Road,219,Kraft Paper Mailer,0.31,0.031
355,2025-12-22,55-Inch TV,Electronics,15.23,7.87,123,64,5,9,True,Road,1601,Mushroom Pkg (Mycelium),7.89,12.192
356,2025-12-01,Perfume Bottle,Beauty,0.49,0.04,9,4,5,9,True,Air,2647,Mushroom Pkg (Mycelium),2.0,3.243
357,2025-11-04,Perfume Bottle,Beauty,0.48,0.04,10,4,5,10,True,Air,2543,Mushroom Pkg (Mycelium),2.19,3.052
358,2025-08-08,Winter Jacket,Clothing,1.01,3.4,46,37,10,3,True,Air,1405,Kraft Paper Mailer,1.96,11.943
359,2025-01-22,Glass Table,Furniture,15.49,4.64,95,61,4,10,False,Road,2288,Mushroom Pkg (Mycelium),8.2,17.721
360,2025-03-24,Sneakers,Clothing,0.9,1.48,32,21,11,3,False,Air,1341,Kraft Paper Mailer,1.19,4.962
361,2025-10-22,Sofa (Sectional),Furniture,43.46,247.1,180,88,78,5,False,Road,2576,Wood Crate,99.84,318.265
362,2025-07-14,T-Shirt,Clothing,0.22,0.09,24,18,1,1,False,Road,158,Kraft Paper Mailer,0.29,0.017
363,2025-12-01,Glass Table,Furniture,15.07,4.87,105,58,4,10,False,Road,1450,Mushroom Pkg (Mycelium),8.03,10.926
364,2025-12-06,Ceramic Vase,Home Decor,1.99,1.14,14,14,29,10,False,Road,582,Mushroom Pkg (Mycelium),2.8,0.579
365,2025-03-25,Smartphone,Electronics,0.3,0.02,15,6,1,8,True,Air,1399,Mushroom Pkg (Mycelium),1.72,1.049
366,2025-04-02,Office Chair,Furniture,13.67,32.45,55,59,50,5,False,Road,225,Wood Crate,13.98,3.651
367,2025-03-17,Office Chair,Furniture,10.61,32.29,58,58,48,6,False,Road,1749,Wood Crate,14.12,28.238
368,2025-04-17,Winter Jacket,Clothing,1.8,3.68,46,40,10,3,True,Air,2417,Kraft Paper Mailer,2.07,22.236
369,2025-04-28,Sneakers,Clothing,0.92,1.31,28,18,13,5,False,Air,1721,Kraft Paper Mailer,1.52,5.636
370,2025-11-30,55-Inch TV,Electronics,19.5,8.64,129,67,5,9,True,Road,268,Mushroom Pkg (Mycelium),9.6,2.613
371,2025-05-25,Glass Table,Furniture,17.52,5.61,102,55,5,10,False,Road,804,Mushroom Pkg (Mycelium),9.01,7.043
372,2025-10-09,Ceramic Vase,Home Decor,1.23,1.14,14,14,29,10,False,Road,84,PLA Bioplastic,2.49,0.052
373,2025-08-21,Perfume Bottle,Beauty,0.39,0.05,10,5,5,9,True,Air,1953,Mushroom Pkg (Mycelium),1.96,1.904
374,2025-09-20,55-Inch TV,Electronics,19.58,7.76,131,74,4,9,True,Road,2452,Mushroom Pkg (Mycelium),9.63,24.005
375,2025-01-31,Smartphone,Electronics,0.21,0.02,15,6,1,8,True,Air,2115,Mushroom Pkg (Mycelium),1.68,1.11
376,2025-12-03,Smart Watch,Electronics,0.13,0.0,4,4,1,5,True,Air,2639,Honeycomb Paper,1.05,0.858
377,2025-08-10,Winter Jacket,Clothing,1.09,3.96,46,43,10,4,True,Air,1288,Kraft Paper Mailer,2.38,12.751
378,2025-07-05,Office Chair,Furniture,10.23,31.95,58,54,51,4,False,Road,702,Wood Crate,13.58,11.214
379,2025-05-24,Smart Watch,Electronics,0.13,0.0,5,4,1,6,True,Air,1275,Honeycomb Paper,1.25,0.414
380,2025-11-05,Glass Table,Furniture,13.62,6.32,109,58,5,10,False,Road,1817,Mushroom Pkg (Mycelium),7.45,12.374
381,2025-01-26,Winter Jacket,Clothing,1.6,3.69,50,41,9,2,True,Air,2578,Kraft Paper Mailer,1.88,23.782
382,2025-06-27,Sofa (Sectional),Furniture,65.64,295.72,196,92,82,6,False,Road,1583,Wood Crate,119.49,234.062
383,2025-02-16,Smart Watch,Electronics,0.13,0.0,4,4,1,6,True,Air,2226,Honeycomb Paper,1.25,0.723
384,2025-01-15,55-Inch TV,Electronics,15.04,7.91,118,67,5,10,True,Road,2444,Mushroom Pkg (Mycelium),8.02,18.379
385,2025-06-09,Laptop,Electronics,2.33,0.23,27,21,2,7,True,Air,2482,Honeycomb Paper,2.33,14.458
386,2025-11-05,Sofa (Sectional),Furniture,44.62,281.55,182,91,85,7,False,Road,1968,Wood Crate,114.02,277.045
387,2025-03-25,Winter Jacket,Clothing,1.84,3.42,45,38,10,4,True,Air,906,Kraft Paper Mailer,2.17,7.746
388,2025-08-11,Perfume Bottle,Beauty,0.23,0.04,9,5,4,10,True,Air,2803,Mushroom Pkg (Mycelium),2.09,1.612
389,2025-05-21,Laptop,Electronics,2.18,0.24,29,21,2,8,True,Air,2945,Mushroom Pkg (Mycelium),2.47,16.05
390,2025-04-30,55-Inch TV,Electronics,15.94,6.34,110,72,4,9,True,Road,2201,Mushroom Pkg (Mycelium),8.18,17.542
391,2025-05-05,Smartphone,Electronics,0.33,0.02,14,6,1,6,True,Road,442,Honeycomb Paper,1.33,0.073
392,2025-04-20,Ceramic Vase,Home Decor,2.96,1.09,14,13,30,9,False,Air,1643,Mushroom Pkg (Mycelium),2.98,12.158
393,2025-10-25,Glass Table,Furniture,18.23,5.6,100,56,5,9,False,Road,794,Mushroom Pkg (Mycelium),9.09,7.237
394,2025-10-03,Smartphone,Electronics,0.39,0.02,16,6,1,9,True,Road,742,Mushroom Pkg (Mycelium),1.96,0.145
395,2025-11-28,Glass Table,Furniture,13.72,4.74,94,63,4,10,False,Road,1731,Mushroom Pkg (Mycelium),7.49,11.875
396,2025-10-05,Laptop,Electronics,1.77,0.12,31,19,1,9,True,Road,165,Mushroom Pkg (Mycelium),2.51,0.146
397,2025-08-04,55-Inch TV,Electronics,19.24,6.29,121,65,4,10,True,Road,2613,Mushroom Pkg (Mycelium),9.7,25.137
398,2025-01-12,Shampoo,Beauty,0.8,0.26,20,8,8,4,True,Road,792,PLA Bioplastic,1.12,0.317
399,2025-10-07,Perfume Bottle,Beauty,0.37,0.03,9,4,4,8,True,Air,890,Mushroom Pkg (Mycelium),1.75,0.823
400,2025-06-29,Winter Jacket,Clothing,1.81,4.21,49,43,10,4,True,Air,2855,Kraft Paper Mailer,2.48,30.049
401,2025-06-06,Laptop,Electronics,2.22,0.27,32,21,2,8,True,Road,304,Mushroom Pkg (Mycelium),2.49,0.337
402,2025-12-10,Smart Watch,Electronics,0.14,0.0,4,4,1,4,True,Air,2242,Corrugated Cardboard,0.86,0.785
403,2025-08-20,Perfume Bottle,Beauty,0.48,0.04,9,5,5,8,True,Road,640,Mushroom Pkg (Mycelium),1.79,0.154
404,2025-01-05,Smart Watch,Electronics,0.2,0.0,5,4,0,6,True,Air,2003,Honeycomb Paper,1.28,1.002
405,2025-03-12,Shampoo,Beauty,0.76,0.23,18,8,8,3,True,Road,215,PLA Bioplastic,0.9,0.082
406,2025-06-12,Winter Jacket,Clothing,1.03,3.56,46,43,9,4,True,Air,2413,Kraft Paper Mailer,2.22,21.476
407,2025-10-25,Glass Table,Furniture,17.04,5.41,109,62,4,9,False,Road,2459,Mushroom Pkg (Mycelium),8.62,20.951
408,2025-04-04,Ceramic Vase,Home Decor,2.21,1.21,15,13,31,9,False,Air,2130,Mushroom Pkg (Mycelium),2.68,11.768
409,2025-12-16,T-Shirt,Clothing,0.29,0.17,23,19,2,2,False,Air,1639,Kraft Paper Mailer,0.52,1.188
410,2025-08-23,T-Shirt,Clothing,0.3,0.19,24,20,2,1,False,Air,1798,Kraft Paper Mailer,0.32,1.349
411,2025-08-07,Sofa (Sectional),Furniture,60.19,334.18,198,97,87,8,False,Road,2519,Wood Crate,135.27,420.9
412,2025-06-07,Ceramic Vase,Home Decor,2.02,1.13,15,14,27,9,False,Road,580,Mushroom Pkg (Mycelium),2.61,0.586
413,2025-11-01,Winter Jacket,Clothing,1.11,3.62,49,41,9,2,True,Road,369,Kraft Paper Mailer,1.85,0.668
414,2025-12-23,Laptop,Electronics,2.03,0.11,30,18,1,7,True,Air,2252,Honeycomb Paper,2.21,11.429
415,2025-03-06,Ceramic Vase,Home Decor,2.66,1.34,16,14,30,9,False,Road,724,Mushroom Pkg (Mycelium),2.86,0.963
416,2025-10-15,T-Shirt,Clothing,0.28,0.17,23,19,2,1,False,Road,336,Kraft Paper Mailer,0.31,0.047
417,2025-05-11,Smart Watch,Electronics,0.15,0.0,4,4,0,5,True,Air,1345,Honeycomb Paper,1.06,0.504
418,2025-01-03,T-Shirt,Clothing,0.29,0.19,23,21,2,2,False,Road,652,Kraft Paper Mailer,0.52,0.095
419,2025-07-23,Ceramic Vase,Home Decor,1.37,1.13,13,14,31,10,False,Air,1780,Mushroom Pkg (Mycelium),2.55,6.097
420,2025-10-30,Smartphone,Electronics,0.3,0.0,15,6,0,6,True,Road,81,Corrugated Cardboard,1.32,0.012
421,2025-02-20,Laptop,Electronics,2.41,0.24,31,19,2,7,True,Air,896,Honeycomb Paper,2.36,5.398
422,2025-11-07,Smart Watch,Electronics,0.16,0.0,4,5,1,5,True,Air,1972,Honeycomb Paper,1.06,0.789
